COUNTY,Year,LABOR_FORCE,EMPLOYED,UNEMPLOYED
"Kerr County, TX",2017,21359,20630,729
"Kimble County, TX",2017,1893,1826,67
"King County, TX",2017,165,159,6
"Kinney County, TX",2017,1167,1102,65
"Kleberg County, TX",2017,13411,12617,794
"Knox County, TX",2017,1485,1426,59
"Lamar County, TX",2017,23780,22782,998
"Lamb County, TX",2017,5197,4928,269
"Lampasas County, TX",2017,9223,8878,345
"La Salle County, TX",2017,4211,4057,154
"Lavaca County, TX",2017,8744,8429,315
"Lee County, TX",2017,9550,9235,315
"Leon County, TX",2017,6195,5803,392
"Liberty County, TX",2017,32014,29732,2282
"Limestone County, TX",2017,8325,7861,464
"Lipscomb County, TX",2017,1627,1575,52
"Live Oak County, TX",2017,5423,5170,253
"Llano County, TX",2017,8375,8056,319
"Loving County, TX",2017,100,95,5
"Lubbock County, TX",2017,156160,151185,4975
"Lynn County, TX",2017,2776,2672,104
"McCulloch County, TX",2017,3688,3558,130
"McLennan County, TX",2017,118196,113608,4588
"McMullen County, TX",2017,749,735,14
"Madison County, TX",2017,4691,4469,222
"Marion County, TX",2017,4342,4095,247
"Martin County, TX",2017,2528,2446,82
"Mason County, TX",2017,1815,1754,61
"Matagorda County, TX",2017,16922,15687,1235
"Maverick County, TX",2017,23950,21712,2238
"Medina County, TX",2017,21304,20477,827
"Menard County, TX",2017,807,768,39
"Midland County, TX",2017,90853,88137,2716
"Milam County, TX",2017,10105,9596,509
"Mills County, TX",2017,1914,1846,68
"Mitchell County, TX",2017,2500,2364,136
"Montague County, TX",2017,9098,8734,364
"Montgomery County, TX",2017,270499,258704,11795
"Moore County, TX",2017,11082,10763,319
"Morris County, TX",2017,4683,4280,403
"Motley County, TX",2017,495,477,18
"Nacogdoches County, TX",2017,28588,27373,1215
"Navarro County, TX",2017,22844,21943,901
"Newton County, TX",2017,5282,4861,421
"Nolan County, TX",2017,6786,6513,273
"Nueces County, TX",2017,168164,159057,9107
"Ochiltree County, TX",2017,4529,4364,165
"Oldham County, TX",2017,903,880,23
"Orange County, TX",2017,37186,34612,2574
"Palo Pinto County, TX",2017,13415,12865,550
"Panola County, TX",2017,10419,9853,566
"Parker County, TX",2017,63299,61107,2192
"Parmer County, TX",2017,4925,4803,122
"Pecos County, TX",2017,6277,5984,293
"Polk County, TX",2017,17545,16476,1069
"Potter County, TX",2017,55497,53710,1787
"Presidio County, TX",2017,3045,2758,287
"Rains County, TX",2017,5707,5502,205
"Randall County, TX",2017,70990,68987,2003
"Reagan County, TX",2017,1796,1727,69
"Real County, TX",2017,1055,995,60
"Red River County, TX",2017,5205,4932,273
"Reeves County, TX",2017,7002,6752,250
"Refugio County, TX",2017,3246,3064,182
"Roberts County, TX",2017,442,425,17
"Robertson County, TX",2017,7456,7103,353
"Rockwall County, TX",2017,49026,47378,1648
"Runnels County, TX",2017,4584,4415,169
"Rusk County, TX",2017,22151,21023,1128
"Sabine County, TX",2017,3577,3270,307
"San Augustine County, TX",2017,2872,2657,215
"San Jacinto County, TX",2017,11472,10818,654
"San Patricio County, TX",2017,30597,28246,2351
"San Saba County, TX",2017,2420,2342,78
"Schleicher County, TX",2017,1336,1286,50
"Scurry County, TX",2017,6995,6692,303
"Shackelford County, TX",2017,1891,1835,56
"Shelby County, TX",2017,10790,10233,557
"Sherman County, TX",2017,1291,1251,40
"Smith County, TX",2017,106152,101800,4352
"Somervell County, TX",2017,4192,4001,191
"Starr County, TX",2017,26133,23057,3076
"Stephens County, TX",2017,4009,3827,182
"Sterling County, TX",2017,594,572,22
"Stonewall County, TX",2017,614,593,21
"Sutton County, TX",2017,1509,1432,77
"Swisher County, TX",2017,2694,2584,110
"Tarrant County, TX",2017,1037441,998810,38631
"Taylor County, TX",2017,64282,62010,2272
"Terrell County, TX",2017,394,376,18
"Terry County, TX",2017,5250,4986,264
"Throckmorton County, TX",2017,692,662,30
"Titus County, TX",2017,12964,12265,699
"Tom Green County, TX",2017,54222,52231,1991
"Travis County, TX",2017,699434,678090,21344
"Trinity County, TX",2017,5382,5084,298
"Tyler County, TX",2017,7080,6560,520
"Upshur County, TX",2017,17738,16808,930
"Upton County, TX",2017,1549,1491,58
"Uvalde County, TX",2017,11716,11167,549
"Val Verde County, TX",2017,20113,19090,1023
"Van Zandt County, TX",2017,25415,24458,957
"Victoria County, TX",2017,42994,40915,2079
"Walker County, TX",2017,23713,22614,1099
"Waller County, TX",2017,22407,21310,1097
"Ward County, TX",2017,5592,5366,226
"Washington County, TX",2017,14888,14260,628
"Webb County, TX",2017,115237,110384,4853
"Wharton County, TX",2017,21123,20174,949
"Wheeler County, TX",2017,2355,2262,93
"Wichita County, TX",2017,56139,54065,2074
"Wilbarger County, TX",2017,4967,4735,232
"Willacy County, TX",2017,6329,5631,698
"Williamson County, TX",2017,291101,281581,9520
"Wilson County, TX",2017,24210,23364,846
"Winkler County, TX",2017,3262,3095,167
"Wise County, TX",2017,30205,28994,1211
"Wood County, TX",2017,17359,16546,813
"Yoakum County, TX",2017,3826,3691,135
"Young County, TX",2017,8085,7780,305
"Zapata County, TX",2017,5396,4994,402
"Zavala County, TX",2017,3735,3318,417
"Beaver County, UT",2017,3043,2919,124
"Box Elder County, UT",2017,25337,24508,829
"Cache County, UT",2017,62647,60909,1738
"Carbon County, UT",2017,8285,7865,420
"Daggett County, UT",2017,429,408,21
"Davis County, UT",2017,168686,163495,5191
"Duchesne County, UT",2017,7982,7525,457
"Emery County, UT",2017,4192,3977,215
"Garfield County, UT",2017,2902,2683,219
"Grand County, UT",2017,5936,5621,315
"Iron County, UT",2017,22258,21328,930
"Juab County, UT",2017,5424,5241,183
"Kane County, UT",2017,3746,3617,129
"Millard County, UT",2017,6435,6225,210
"Morgan County, UT",2017,5391,5238,153
"Piute County, UT",2017,484,460,24
"Rich County, UT",2017,1141,1104,37
"Salt Lake County, UT",2017,615007,595884,19123
"San Juan County, UT",2017,5700,5300,400
"Sanpete County, UT",2017,12021,11547,474
"Sevier County, UT",2017,9794,9415,379
"Summit County, UT",2017,24345,23588,757
"Tooele County, UT",2017,32333,31167,1166
"Uintah County, UT",2017,13690,12862,828
"Utah County, UT",2017,290882,282347,8535
"Wasatch County, UT",2017,14615,14129,486
"Washington County, UT",2017,70772,68299,2473
"Wayne County, UT",2017,1462,1354,108
"Weber County, UT",2017,123324,118797,4527
"Addison County, VT",2017,20793,20214,579
"Bennington County, VT",2017,18293,17635,658
"Caledonia County, VT",2017,14716,14177,539
"Chittenden County, VT",2017,96879,94715,2164
"Essex County, VT",2017,2698,2575,123
"Franklin County, VT",2017,27665,26832,833
"Grand Isle County, VT",2017,4065,3925,140
"Lamoille County, VT",2017,14093,13537,556
"Orange County, VT",2017,15952,15467,485
"Orleans County, VT",2017,13620,12931,689
"Rutland County, VT",2017,31136,30056,1080
"Washington County, VT",2017,34298,33300,998
"Windham County, VT",2017,22849,22150,699
"Windsor County, VT",2017,29079,28341,738
"Accomack County, VA",2017,16622,15870,752
"Albemarle County, VA",2017,55319,53499,1820
"Alleghany County, VA",2017,7001,6680,321
"Amelia County, VA",2017,6206,5959,247
"Amherst County, VA",2017,14998,14384,614
"Appomattox County, VA",2017,7080,6771,309
"Arlington County, VA",2017,149836,146117,3719
"Augusta County, VA",2017,36701,35454,1247
"Bath County, VA",2017,2560,2483,77
"Bedford County, VA",2017,38076,36605,1471
"Bland County, VA",2017,2867,2749,118
"Botetourt County, VA",2017,17260,16654,606
"Brunswick County, VA",2017,6116,5792,324
"Buchanan County, VA",2017,6986,6493,493
"Buckingham County, VA",2017,6314,5975,339
"Campbell County, VA",2017,26041,24964,1077
"Caroline County, VA",2017,15014,14369,645
"Carroll County, VA",2017,13502,12906,596
"Charles City County, VA",2017,3682,3506,176
"Charlotte County, VA",2017,5318,5076,242
"Chesterfield County, VA",2017,183544,176938,6606
"Clarke County, VA",2017,7446,7192,254
"Craig County, VA",2017,2286,2187,99
"Culpeper County, VA",2017,23891,23028,863
"Cumberland County, VA",2017,4683,4489,194
"Dickenson County, VA",2017,4630,4317,313
"Dinwiddie County, VA",2017,13417,12817,600
"Essex County, VA",2017,5587,5318,269
"Fairfax County, VA",2017,622754,603827,18927
"Fauquier County, VA",2017,35905,34730,1175
"Floyd County, VA",2017,8072,7777,295
"Fluvanna County, VA",2017,13404,12996,408
"Franklin County, VA",2017,26297,25272,1025
"Frederick County, VA",2017,46354,44879,1475
"Giles County, VA",2017,7863,7496,367
"Gloucester County, VA",2017,19342,18704,638
"Goochland County, VA",2017,10818,10439,379
"Grayson County, VA",2017,7667,7364,303
"Greene County, VA",2017,10138,9830,308
"Greensville County, VA",2017,4423,4231,192
"Halifax County, VA",2017,15540,14780,760
"Hanover County, VA",2017,58091,56166,1925
"Henrico County, VA",2017,180093,173517,6576
"Henry County, VA",2017,23742,22641,1101
"Highland County, VA",2017,1292,1250,42
"Isle of Wight County, VA",2017,19076,18345,731
"James City County, VA",2017,35875,34616,1259
"King and Queen County, VA",2017,3797,3664,133
"King George County, VA",2017,12929,12445,484
"King William County, VA",2017,8923,8617,306
"Lancaster County, VA",2017,5330,5053,277
"Lee County, VA",2017,8543,8102,441
"Loudoun County, VA",2017,214004,207523,6481
"Louisa County, VA",2017,19567,18901,666
"Lunenburg County, VA",2017,5351,5129,222
"Madison County, VA",2017,7258,7046,212
"Mathews County, VA",2017,4091,3939,152
"Mecklenburg County, VA",2017,12731,12110,621
"Middlesex County, VA",2017,5312,5140,172
"Montgomery County, VA",2017,49646,47784,1862
"Nelson County, VA",2017,7281,7027,254
"New Kent County, VA",2017,11974,11593,381
"Northampton County, VA",2017,5512,5204,308
"Northumberland County, VA",2017,5556,5267,289
"Nottoway County, VA",2017,7120,6849,271
"Orange County, VA",2017,16845,16211,634
"Page County, VA",2017,11863,11255,608
"Patrick County, VA",2017,7685,7360,325
"Pittsylvania County, VA",2017,30640,29327,1313
"Powhatan County, VA",2017,13724,13270,454
"Prince Edward County, VA",2017,10233,9740,493
"Prince George County, VA",2017,14914,14250,664
"Prince William County, VA",2017,239177,231050,8127
"Pulaski County, VA",2017,16191,15332,859
"Rappahannock County, VA",2017,3644,3517,127
"Richmond County, VA",2017,4041,3895,146
"Roanoke County, VA",2017,48875,47213,1662
"Rockbridge County, VA",2017,10566,10130,436
"Rockingham County, VA",2017,40572,39256,1316
"Russell County, VA",2017,11429,10835,594
"Scott County, VA",2017,9299,8923,376
"Shenandoah County, VA",2017,21613,20883,730
"Smyth County, VA",2017,13870,13180,690
"Southampton County, VA",2017,9029,8705,324
"Spotsylvania County, VA",2017,65350,62913,2437
"Stafford County, VA",2017,69399,66896,2503
"Surry County, VA",2017,3736,3571,165
"Sussex County, VA",2017,3817,3590,227
"Tazewell County, VA",2017,16142,15233,909
"Warren County, VA",2017,19852,19116,736
"Washington County, VA",2017,26813,25713,1100
"Westmoreland County, VA",2017,9351,8934,417
"Wise County, VA",2017,13533,12673,860
"Wythe County, VA",2017,14022,13319,703
"York County, VA",2017,32489,31350,1139
"Alexandria city, VA",2017,99270,96443,2827
"Bristol city, VA",2017,7342,7011,331
"Buena Vista city, VA",2017,3353,3212,141
"Charlottesville city, VA",2017,25758,24965,793
"Chesapeake city, VA",2017,120814,116252,4562
"Colonial Heights city, VA",2017,8742,8389,353
"Covington city, VA",2017,2446,2299,147
"Danville city, VA",2017,19921,18796,1125
"Emporia city, VA",2017,2360,2236,124
"Fairfax city, VA",2017,12952,12580,372
"Falls Church city, VA",2017,8323,8104,219
"Franklin city, VA",2017,3568,3380,188
"Fredericksburg city, VA",2017,13586,12993,593
"Galax city, VA",2017,3004,2879,125
"Hampton city, VA",2017,64404,61159,3245
"Harrisonburg city, VA",2017,24758,23669,1089
"Hopewell city, VA",2017,9737,9141,596
"Lexington city, VA",2017,2121,1993,128
"Lynchburg city, VA",2017,36018,34250,1768
"Manassas city, VA",2017,21625,20897,728
"Manassas Park city, VA",2017,8836,8540,296
"Martinsville city, VA",2017,5506,5161,345
"Newport News city, VA",2017,88906,84818,4088
"Norfolk city, VA",2017,111550,106431,5119
"Norton city, VA",2017,1699,1610,89
"Petersburg city, VA",2017,13140,12181,959
"Poquoson city, VA",2017,6263,6050,213
"Portsmouth city, VA",2017,44242,41873,2369
"Radford city, VA",2017,8333,7923,410
"Richmond city, VA",2017,116779,111758,5021
"Roanoke city, VA",2017,48938,46909,2029
"Salem city, VA",2017,13029,12544,485
"Staunton city, VA",2017,11857,11433,424
"Suffolk city, VA",2017,43969,42177,1792
"Virginia Beach city, VA",2017,231459,223267,8192
"Waynesboro city, VA",2017,10415,9999,416
"Williamsburg city, VA",2017,6737,6388,349
"Winchester city, VA",2017,14464,13938,526
"Adams County, WA",2017,8878,8369,509
"Asotin County, WA",2017,10228,9799,429
"Benton County, WA",2017,96795,91466,5329
"Chelan County, WA",2017,44213,42074,2139
"Clallam County, WA",2017,27717,25835,1882
"Clark County, WA",2017,227398,215888,11510
"Columbia County, WA",2017,1771,1672,99
"Cowlitz County, WA",2017,45648,42883,2765
"Douglas County, WA",2017,21074,19882,1192
"Ferry County, WA",2017,2509,2233,276
"Franklin County, WA",2017,40643,38068,2575
"Garfield County, WA",2017,904,856,48
"Grant County, WA",2017,45057,42240,2817
"Grays Harbor County, WA",2017,27793,25833,1960
"Island County, WA",2017,33886,32134,1752
"Jefferson County, WA",2017,11895,11171,724
"King County, WA",2017,1234122,1189342,44780
"Kitsap County, WA",2017,120148,114312,5836
"Kittitas County, WA",2017,22223,21043,1180
"Klickitat County, WA",2017,9871,9285,586
"Lewis County, WA",2017,33049,30870,2179
"Lincoln County, WA",2017,4941,4697,244
"Mason County, WA",2017,23748,22189,1559
"Okanogan County, WA",2017,20897,19476,1421
"Pacific County, WA",2017,8325,7739,586
"Pend Oreille County, WA",2017,4723,4374,349
"Pierce County, WA",2017,415291,393087,22204
"San Juan County, WA",2017,8179,7855,324
"Skagit County, WA",2017,59250,56014,3236
"Skamania County, WA",2017,5281,4959,322
"Snohomish County, WA",2017,422511,405449,17062
"Spokane County, WA",2017,239263,226390,12873
"Stevens County, WA",2017,18062,16750,1312
"Thurston County, WA",2017,134060,127427,6633
"Wahkiakum County, WA",2017,1303,1209,94
"Walla Walla County, WA",2017,28807,27384,1423
"Whatcom County, WA",2017,109796,104329,5467
"Whitman County, WA",2017,23273,22256,1017
"Yakima County, WA",2017,125372,116828,8544
"Barbour County, WV",2017,6810,6414,396
"Berkeley County, WV",2017,56170,54126,2044
"Boone County, WV",2017,7550,7067,483
"Braxton County, WV",2017,5248,4855,393
"Brooke County, WV",2017,9769,9177,592
"Cabell County, WV",2017,41497,39616,1881
"Calhoun County, WV",2017,2405,2146,259
"Clay County, WV",2017,3148,2877,271
"Doddridge County, WV",2017,3885,3720,165
"Fayette County, WV",2017,15727,14724,1003
"Gilmer County, WV",2017,2401,2230,171
"Grant County, WV",2017,5896,5566,330
"Greenbrier County, WV",2017,15724,14962,762
"Hampshire County, WV",2017,10327,9923,404
"Hancock County, WV",2017,12811,12038,773
"Hardy County, WV",2017,5902,5614,288
"Harrison County, WV",2017,33151,31558,1593
"Jackson County, WV",2017,12007,11325,682
"Jefferson County, WV",2017,29280,28375,905
"Kanawha County, WV",2017,83029,78829,4200
"Lewis County, WV",2017,6520,6090,430
"Lincoln County, WV",2017,7157,6668,489
"Logan County, WV",2017,10772,9971,801
"McDowell County, WV",2017,4670,4253,417
"Marion County, WV",2017,25335,24000,1335
"Marshall County, WV",2017,13966,13137,829
"Mason County, WV",2017,9995,9325,670
"Mercer County, WV",2017,21313,20073,1240
"Mineral County, WV",2017,12202,11562,640
"Mingo County, WV",2017,6753,6172,581
"Monongalia County, WV",2017,52824,50866,1958
"Monroe County, WV",2017,5893,5634,259
"Morgan County, WV",2017,7812,7505,307
"Nicholas County, WV",2017,9251,8591,660
"Ohio County, WV",2017,20909,19928,981
"Pendleton County, WV",2017,3559,3426,133
"Pleasants County, WV",2017,2816,2618,198
"Pocahontas County, WV",2017,3744,3522,222
"Preston County, WV",2017,15206,14457,749
"Putnam County, WV",2017,26223,24994,1229
"Raleigh County, WV",2017,29385,27814,1571
"Randolph County, WV",2017,12136,11483,653
"Ritchie County, WV",2017,4401,4160,241
"Roane County, WV",2017,5022,4586,436
"Summers County, WV",2017,4377,4119,258
"Taylor County, WV",2017,7803,7422,381
"Tucker County, WV",2017,3401,3225,176
"Tyler County, WV",2017,3214,2968,246
"Upshur County, WV",2017,9404,8828,576
"Wayne County, WV",2017,15579,14675,904
"Webster County, WV",2017,3297,3089,208
"Wetzel County, WV",2017,6735,6228,507
"Wirt County, WV",2017,2196,2023,173
"Wood County, WV",2017,36122,34146,1976
"Wyoming County, WV",2017,6863,6379,484
"Adams County, WI",2017,8257,7837,420
"Ashland County, WI",2017,7915,7554,361
"Barron County, WI",2017,24770,23900,870
"Bayfield County, WI",2017,7602,7206,396
"Brown County, WI",2017,143100,138897,4203
"Buffalo County, WI",2017,6599,6351,248
"Burnett County, WI",2017,7367,7010,357
"Calumet County, WI",2017,27978,27199,779
"Chippewa County, WI",2017,33539,32360,1179
"Clark County, WI",2017,18016,17465,551
"Columbia County, WI",2017,31801,30862,939
"Crawford County, WI",2017,7904,7574,330
"Dane County, WI",2017,321281,313575,7706
"Dodge County, WI",2017,48536,47128,1408
"Door County, WI",2017,15615,15012,603
